#locus_id	chrom	start	end	strand	genome_build	l1_family	cancer_type	n_samples_detected	coordinate_confidence
L1SOI-chr12-020054263-020054264-+	chr12	20054263	20054264	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-038837258-038837274--	chr12	38837258	38837274	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-063862669-063862670-+	chr12	63862669	63862670	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-064055311-064055347-+	chr12	64055311	64055347	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-065581442-065581443--	chr12	65581442	65581443	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-071268928-071268929-+	chr12	71268928	71268929	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-071344937-071344938--	chr12	71344937	71344938	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-073787734-073787735-+	chr12	73787734	73787735	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-075487957-075487961--	chr12	75487957	75487961	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-075724218-075724219--	chr12	75724218	75724219	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-085525409-085525415-+	chr12	85525409	85525415	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-100301915-100301916--	chr12	100301915	100301916	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-101184542-101184543--	chr12	101184542	101184543	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-102377140-102377141--	chr12	102377140	102377141	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-106218417-106218418--	chr12	106218417	106218418	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-119306858-119306859-+	chr12	119306858	119306859	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-026905244-026905245--	chr13	26905244	26905245	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-028903618-028903619--	chr13	28903618	28903619	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-029515889-029515890--	chr13	29515889	29515890	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-030928149-030928150-+	chr13	30928149	30928150	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-037232277-037232278-+	chr13	37232277	37232278	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-055835450-055835451--	chr13	55835450	55835451	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-057000710-057000711--	chr13	57000710	57000711	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-057024697-057024698--	chr13	57024697	57024698	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-065557723-065557724--	chr13	65557723	65557724	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-074364457-074364458-+	chr13	74364457	74364458	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-076741773-076741774-+	chr13	76741773	76741774	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-081171519-081171520--	chr13	81171519	81171520	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-085207096-085207097-+	chr13	85207096	85207097	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-091177918-091177919-+	chr13	91177918	91177919	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-093787744-093787745-+	chr13	93787744	93787745	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-093940036-093940037--	chr13	93940036	93940037	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-101747082-101747083--	chr13	101747082	101747083	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-103855203-103855204--	chr13	103855203	103855204	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-106223273-106223274-+	chr13	106223273	106223274	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-110664710-110664711-unknown	chr13	110664710	110664711	unknown	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-020481504-020481513--	chr14	20481504	20481513	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-026448012-026448027-+	chr14	26448012	26448027	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-026958751-026958782--	chr14	26958751	26958782	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-026990674-026990675--	chr14	26990674	26990675	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-028589641-028589642--	chr14	28589641	28589642	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-033096085-033096086--	chr14	33096085	33096086	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-033295892-033295893--	chr14	33295892	33295893	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-033514897-033514898--	chr14	33514897	33514898	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-041117336-041117337--	chr14	41117336	41117337	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-041354784-041354785--	chr14	41354784	41354785	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-042372926-042372928-+	chr14	42372926	42372928	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-042682717-042682718--	chr14	42682717	42682718	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-043518547-043518548-+	chr14	43518547	43518548	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-043764366-043764367--	chr14	43764366	43764367	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-044098281-044098282-+	chr14	44098281	44098282	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-044527927-044527928--	chr14	44527927	44527928	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-049631534-049631535-+	chr14	49631534	49631535	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-057560391-057560392-+	chr14	57560391	57560392	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-072787658-072787661-+	chr14	72787658	72787661	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-073472400-073472401-+	chr14	73472400	73472401	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-083549627-083549628-+	chr14	83549627	83549628	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-087875535-087875540-+	chr14	87875535	87875540	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-094312118-094312119--	chr14	94312118	94312119	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-098054359-098054360-+	chr14	98054359	98054360	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-099561795-099561796-+	chr14	99561795	99561796	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-101748799-101748800-+	chr14	101748799	101748800	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr15-035473104-035473105--	chr15	35473104	35473105	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr15-043319411-043319412--	chr15	43319411	43319412	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr15-061473643-061473644-+	chr15	61473643	61473644	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr15-065866369-065866370-+	chr15	65866369	65866370	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr15-080639781-080639782--	chr15	80639781	80639782	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr15-087759446-087759447--	chr15	87759446	87759447	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr15-088454065-088454066--	chr15	88454065	88454066	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr15-094186685-094186688-+	chr15	94186685	94186688	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr15-097254750-097254753--	chr15	97254750	97254753	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr15-098261942-098261943--	chr15	98261942	98261943	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr15-099903090-099903091-+	chr15	99903090	99903091	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr16-006158088-006158089-+	chr16	6158088	6158089	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr16-013688775-013688776--	chr16	13688775	13688776	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr16-025345899-025345900-+	chr16	25345899	25345900	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr16-033587127-033587128--	chr16	33587127	33587128	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr16-049105680-049105682--	chr16	49105680	49105682	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr16-051795037-051795038-+	chr16	51795037	51795038	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr16-062496030-062496035-+	chr16	62496030	62496035	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr16-071303217-071303218-+	chr16	71303217	71303218	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr16-077080565-077080566-+	chr16	77080565	77080566	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr16-078342595-078342597-+	chr16	78342595	78342597	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr17-010324440-010324450--	chr17	10324440	10324450	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr17-032026273-032026274--	chr17	32026273	32026274	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr17-053985947-053985948--	chr17	53985947	53985948	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr17-067860946-067860947-+	chr17	67860946	67860947	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-001166802-001166803--	chr18	1166802	1166803	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-015107790-015107791-+	chr18	15107790	15107791	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-025533148-025533149-+	chr18	25533148	25533149	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-026193058-026193059--	chr18	26193058	26193059	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-026450647-026450648--	chr18	26450647	26450648	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-026856769-026856770-+	chr18	26856769	26856770	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-027683700-027683701-+	chr18	27683700	27683701	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-030735038-030735039--	chr18	30735038	30735039	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-035547127-035547128--	chr18	35547127	35547128	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-044000895-044000896-+	chr18	44000895	44000896	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-052839235-052839236--	chr18	52839235	52839236	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-053778966-053778969--	chr18	53778966	53778969	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-058687515-058687516-+	chr18	58687515	58687516	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-059156441-059156442--	chr18	59156441	59156442	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-061304926-061304927--	chr18	61304926	61304927	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-076044595-076044596-+	chr18	76044595	76044596	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr19-054014486-054014487--	chr19	54014486	54014487	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-002083224-002083229--	chr2	2083224	2083229	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-022811894-022811895-+	chr2	22811894	22811895	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-033699874-033699888--	chr2	33699874	33699888	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-052836490-052836491-+	chr2	52836490	52836491	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-053317732-053317733-+	chr2	53317732	53317733	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-053895833-053895834--	chr2	53895833	53895834	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-057001526-057001527--	chr2	57001526	57001527	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-073643613-073643614--	chr2	73643613	73643614	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-075530020-075530021--	chr2	75530020	75530021	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-076776447-076776448-+	chr2	76776447	76776448	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-079967863-079967864-+	chr2	79967863	79967864	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-108377765-108377766-+	chr2	108377765	108377766	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-116522225-116522226--	chr2	116522225	116522226	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-126671978-126671979--	chr2	126671978	126671979	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-134450513-134450514-+	chr2	134450513	134450514	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-137320130-137320131--	chr2	137320130	137320131	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-137551822-137551823--	chr2	137551822	137551823	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-141005991-141005992-+	chr2	141005991	141005992	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-141251008-141251009--	chr2	141251008	141251009	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-164191102-164191103--	chr2	164191102	164191103	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-165341376-165341377-+	chr2	165341376	165341377	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-175662830-175662831--	chr2	175662830	175662831	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-217967549-217967550-+	chr2	217967549	217967550	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-222123518-222123519-+	chr2	222123518	222123519	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-222550143-222550144--	chr2	222550143	222550144	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-230073883-230073884--	chr2	230073883	230073884	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr20-007673933-007673934-+	chr20	7673933	7673934	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr20-012690046-012690047-+	chr20	12690046	12690047	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr20-022272523-022272524--	chr20	22272523	22272524	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr20-037984557-037984558-+	chr20	37984557	37984558	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr20-055476289-055476290-+	chr20	55476289	55476290	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr20-060068208-060068209--	chr20	60068208	60068209	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr21-010541554-010541555-+	chr21	10541554	10541555	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr21-017848714-017848715--	chr21	17848714	17848715	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr21-019408969-019408970-+	chr21	19408969	19408970	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr21-021271022-021271023--	chr21	21271022	21271023	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr21-022757581-022757582-+	chr21	22757581	22757582	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr21-023328898-023328899--	chr21	23328898	23328899	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr21-026838359-026838360--	chr21	26838359	26838360	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr21-028698160-028698161--	chr21	28698160	28698161	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr21-041737721-041737722--	chr21	41737721	41737722	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr22-026098172-026098173-+	chr22	26098172	26098173	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-000428321-000428322-+	chr3	428321	428322	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-054462619-054462620-+	chr3	54462619	54462620	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-055002044-055002048--	chr3	55002044	55002048	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-069026029-069026030-+	chr3	69026029	69026030	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-081791560-081791561-+	chr3	81791560	81791561	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-086487108-086487109--	chr3	86487108	86487109	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-097864768-097864769-+	chr3	97864768	97864769	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-098202955-098202956--	chr3	98202955	98202956	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-099036778-099036779--	chr3	99036778	99036779	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-101739652-101739653--	chr3	101739652	101739653	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-102523039-102523040-+	chr3	102523039	102523040	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-103578748-103578749--	chr3	103578748	103578749	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-106840787-106840788-+	chr3	106840787	106840788	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-106882280-106882329-+	chr3	106882280	106882329	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-118375947-118375948--	chr3	118375947	118375948	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-120750033-120750034--	chr3	120750033	120750034	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-124021940-124021941-+	chr3	124021940	124021941	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-124038026-124038027-+	chr3	124038026	124038027	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-135570684-135570685--	chr3	135570684	135570685	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-153528969-153528970-+	chr3	153528969	153528970	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-162786230-162786231--	chr3	162786230	162786231	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-175687756-175687757-+	chr3	175687756	175687757	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-180822810-180822871-+	chr3	180822810	180822871	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-181996196-181996197-+	chr3	181996196	181996197	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-192344564-192344566--	chr3	192344564	192344566	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-193086279-193086280--	chr3	193086279	193086280	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-005229526-005229527--	chr4	5229526	5229527	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-014454957-014454958--	chr4	14454957	14454958	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-021441443-021441445--	chr4	21441443	21441445	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-028241492-028241493-+	chr4	28241492	28241493	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-029138962-029138963-+	chr4	29138962	29138963	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-036664438-036664439-+	chr4	36664438	36664439	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-046335271-046335272--	chr4	46335271	46335272	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-066442223-066442227-+	chr4	66442223	66442227	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-070961509-070961513-+	chr4	70961509	70961513	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-092636979-092636980-+	chr4	92636979	92636980	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-127458666-127458667-+	chr4	127458666	127458667	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-164585004-164585005--	chr4	164585004	164585005	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-172954106-172954107--	chr4	172954106	172954107	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-181422711-181422712-unknown	chr4	181422711	181422712	unknown	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-181489382-181489383--	chr4	181489382	181489383	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-016251785-016251786-+	chr5	16251785	16251786	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-018664848-018664849--	chr5	18664848	18664849	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-022632500-022632501-+	chr5	22632500	22632501	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-023337134-023337135-+	chr5	23337134	23337135	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-026356600-026356601--	chr5	26356600	26356601	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-033650487-033650488-+	chr5	33650487	33650488	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-064277369-064277370--	chr5	64277369	64277370	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-077400582-077400583--	chr5	77400582	77400583	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-080393658-080393659--	chr5	80393658	80393659	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-085759903-085759904-+	chr5	85759903	85759904	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-101646224-101646225-+	chr5	101646224	101646225	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-104556746-104556763--	chr5	104556746	104556763	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-105072416-105072417-+	chr5	105072416	105072417	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-109923811-109923812-+	chr5	109923811	109923812	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-112643099-112643100--	chr5	112643099	112643100	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-120947802-120947803-+	chr5	120947802	120947803	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-121215545-121215546--	chr5	121215545	121215546	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-121559932-121559940-+	chr5	121559932	121559940	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-125241904-125241905--	chr5	125241904	125241905	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-129903993-129903994--	chr5	129903993	129903994	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-143475522-143475523--	chr5	143475522	143475523	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-158160620-158160622-+	chr5	158160620	158160622	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-160877959-160877960--	chr5	160877959	160877960	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-163191906-163191907--	chr5	163191906	163191907	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-164376632-164376633--	chr5	164376632	164376633	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-164679625-164679626--	chr5	164679625	164679626	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-164714553-164714554-+	chr5	164714553	164714554	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-168393352-168393353--	chr5	168393352	168393353	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-169277366-169277367--	chr5	169277366	169277367	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-178763059-178763060--	chr5	178763059	178763060	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-023445042-023445043-+	chr6	23445042	23445043	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-072507224-072507225-+	chr6	72507224	72507225	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-077726570-077726571--	chr6	77726570	77726571	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-086964464-086964465--	chr6	86964464	86964465	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-087139518-087139525--	chr6	87139518	87139525	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-092529588-092529589-+	chr6	92529588	92529589	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-098427652-098427656-+	chr6	98427652	98427656	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-115708281-115708282-+	chr6	115708281	115708282	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-121159584-121159585--	chr6	121159584	121159585	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-168907434-168907436--	chr6	168907434	168907436	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-010721585-010721589-+	chr7	10721585	10721589	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-014978744-014978745-+	chr7	14978744	14978745	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-019317633-019317634--	chr7	19317633	19317634	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-019835569-019835570--	chr7	19835569	19835570	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-021905653-021905654--	chr7	21905653	21905654	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-031195933-031195934-+	chr7	31195933	31195934	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-042944261-042944263--	chr7	42944261	42944263	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-046669167-046669168--	chr7	46669167	46669168	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-046994096-046994097-+	chr7	46994096	46994097	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-050203421-050203422--	chr7	50203421	50203422	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-052926727-052926728-+	chr7	52926727	52926728	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-053036333-053036334-+	chr7	53036333	53036334	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-053177223-053177224--	chr7	53177223	53177224	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-064728692-064728693--	chr7	64728692	64728693	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-078670781-078670782--	chr7	78670781	78670782	-	hg19	L1HS	Eso-AdenoCA	1	high
